住所,区,地域,ジャンル,店舗名,取扱商品,カテゴリ,カテゴリ(麺類),カテゴリ(薬局),カテゴリ(衣服),カテゴリ(洋菓子)
新潟県新潟市中央区米山,中央区,米山,食品、衣料品、生活雑貨、くすり,洋服のタカサワ,洋服,買 う,0,0,1,0
新潟県新潟市中央区学校町通,中央区,学校町通,食品、衣料品、生活雑貨、くすり,吉田フローリスト,生花,買 う,0,0,0,0
新潟県新潟市中央区堀之内,中央区,堀之内,食品、衣料品、生活雑貨、くすり,米本園鳥屋野店,日本茶,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,食品、衣料品、生活雑貨、くすり,米本園本店,日本茶,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,食品、衣料品、生活雑貨、くすり,米本園,御茶・海苔・茶道具,買 う,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,食品、衣料品、生活雑貨、くすり,楽歩堂新潟店,健康靴、インソール、靴下、靴修理,買 う,0,0,0,0
新潟県新潟市中央区八千代,中央区,八千代,食品、衣料品、生活雑貨、くすり,RATO,衣料品,買 う,0,0,0,0
新潟県新潟市中央区寄居町,中央区,寄居町,食品、衣料品、生活雑貨、くすり,良寛堂,笹団子・和菓子,買 う,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,食品、衣料品、生活雑貨、くすり,LUXUOSO,コーヒー豆,買 う,0,0,0,0
新潟県新潟市中央区西堀前通,中央区,西堀前通,食品、衣料品、生活雑貨、くすり,Lubi Lu,衣料品,買 う,0,0,0,0
新潟県新潟市中央区沼垂東,中央区,沼垂東,食品、衣料品、生活雑貨、くすり,RuruckKitchen,手作り惣菜,買 う,0,0,0,0
新潟県新潟市中央区幸西,中央区,幸西,食品、衣料品、生活雑貨、くすり,れんず屋 匠 新潟店,メガネ、コンタクトレンズ,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,食品、衣料品、生活雑貨、くすり,わくわくマルシェ,野菜・果物・米・加工品,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,食品、衣料品、生活雑貨、くすり,和gen,きもの&和小物,買 う,0,0,0,0
新潟県新潟市中央区関屋金衛町,中央区,関屋金衛町,食品、衣料品、生活雑貨、くすり,鷲尾米店,米・灯油,買 う,0,0,0,0
新潟県新潟市中央区医学町通,中央区,医学町通,本、文具、おもちゃ、CD、DVD,krtek select toys,木製輸入おもちゃ,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,本、文具、おもちゃ、CD、DVD,考古堂書店古町本店,書籍、雑誌、医学・看護書籍、郷土書,買 う,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,本、文具、おもちゃ、CD、DVD,ジュンク堂書店新潟店,書籍・文具,買 う,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,本、文具、おもちゃ、CD、DVD,トイザらス・ベビザらス新潟店,玩具・育児用品・子供衣料・学用品等ベビー・子供用品全般,買 う,0,0,0,0
新潟県新潟市中央区姥ヶ山,中央区,姥ヶ山,本、文具、おもちゃ、CD、DVD,戸田書店新潟南店,本・文具,買 う,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,本、文具、おもちゃ、CD、DVD,猫雑貨 にゃんか屋ほんぽ,ねこ雑貨,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,本、文具、おもちゃ、CD、DVD,萬松堂古町本店,本,買 う,0,0,0,0
新潟県新潟市中央区東万代町,中央区,東万代町,本、文具、おもちゃ、CD、DVD,文信堂書店万代店,本・文具,買 う,0,0,0,0
,,,,,,,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,本、文具、おもちゃ、CD、DVD,文武堂古町店,文具と雑貨,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,本、文具、おもちゃ、CD、DVD,本間印鋪 (ホンマ インポウ),印章、ゴム印,買 う,0,0,0,0
新潟県新潟市中央区学校町通,中央区,学校町通,本、文具、おもちゃ、CD、DVD,マリヤ人形店,人形全般・ケース・民芸品,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,本、文具、おもちゃ、CD、DVD,横場精良堂,文具・雑貨,買 う,0,0,0,0
新潟県新潟市中央区西堀前通,中央区,西堀前通,家電、インテリア、家具、花、園芸,APARTMENT,家具、雑貨、照明,買 う,0,0,0,0
新潟県新潟市中央区女池,中央区,女池,家電、インテリア、家具、花、園芸,eプラザのぐち店,電化製品とそれに付随する消耗品等,買 う,0,0,0,0
新潟県新潟市中央区西堀前通,中央区,西堀前通,家電、インテリア、家具、花、園芸,eプラザ新潟西堀店,家電製品,買 う,0,0,0,0
新潟県新潟市中央区鐙,中央区,鐙,家電、インテリア、家具、花、園芸,くるくるリサイクル厨房館,業務用厨房用品全般,買 う,0,0,0,0
新潟県新潟市中央区山二ツ,中央区,山二ツ,家電、インテリア、家具、花、園芸,コング新潟中央店,携帯電話,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,家電、インテリア、家具、花、園芸,THESHOPPING.,家具・インテリア・リフォーム,買 う,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,家電、インテリア、家具、花、園芸,ツボイフローリスト 本町店,生花,買 う,0,0,0,0
新潟県新潟市中央区清五郎,中央区,清五郎,家電、インテリア、家具、花、園芸,新潟グリーンプラザ フレンズ,花好きが集う園芸専門店,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,家電、インテリア、家具、花、園芸,ニクスフローリスト,生花,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,家電、インテリア、家具、花、園芸,ぱすとらーれ,生花,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,家電、インテリア、家具、花、園芸,長谷久商店,美術工芸品(新潟伝統工芸品),買 う,0,0,0,0
新潟県新潟市中央区文京町,中央区,文京町,家電、インテリア、家具、花、園芸,花工房パレット,生花、鉢物(プリザーブドフラワー),買 う,0,0,0,0
新潟県新潟市中央区営所通,中央区,営所通,家電、インテリア、家具、花、園芸,パナコスモスヒロカワ,家電,買 う,0,0,0,0
新潟県新潟市中央区関屋金鉢山町,中央区,関屋金鉢山町,家電、インテリア、家具、花、園芸,福光産業本店,家電製品,買 う,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,家電、インテリア、家具、花、園芸,フラワーショップ水野支店,生花・鉢物,買 う,0,0,0,0
新潟県新潟市中央区花園,中央区,花園,家電、インテリア、家具、花、園芸,フラワーショップ水野本店,生花・鉢物,買 う,0,0,0,0
新潟県新潟市中央区長潟,中央区,長潟,家電、インテリア、家具、花、園芸,フレッシュはな正新潟店,生花,買 う,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,家電、インテリア、家具、花、園芸,フレッシュはな正アウル店,生花,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,家電、インテリア、家具、花、園芸,POLAふるまちモール店,化粧品及びエステ,買 う,0,0,0,0
新潟県新潟市中央区礎町通,中央区,礎町通,家電、インテリア、家具、花、園芸,Mietta(ミエッタ ),ヨーロッパ・アンティーク雑貨,買 う,0,0,0,0
新潟県新潟市中央区東大畑通,中央区,東大畑通,家電、インテリア、家具、花、園芸,宮本電化,一般家電・電化製品,買 う,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,家電、インテリア、家具、花、園芸,でんきらんどワタナベ,家電製品,買 う,0,0,0,0
新潟県新潟市中央区弁天橋通,中央区,弁天橋通,家電、インテリア、家具、花、園芸,吉運堂新潟駅南店,お仏壇・お墓・仏具・寺院用品・神社用品,買 う,0,0,0,0
新潟県新潟市中央区山二ツ,中央区,山二ツ,スポーツ、アウトドア用品、車、バイク,Outdoor and Bicycle KYUZO,登山用品,買 う,0,0,0,0
新潟県新潟市中央区八千代,中央区,八千代,スポーツ、アウトドア用品、車、バイク,アウトスポット,アウトドア用品、衣類,買 う,0,0,0,0
新潟県新潟市中央区紫竹山,中央区,紫竹山,スポーツ、アウトドア用品、車、バイク,イエローハット紫竹山店,カー用品,買 う,0,0,0,0
新潟県新潟市中央区弁天橋通,中央区,弁天橋通,スポーツ、アウトドア用品、車、バイク,買取マウス 弁天橋通店 本店,車・整備,買 う,0,0,0,0
新潟県新潟市中央区上所上,中央区,上所上,スポーツ、アウトドア用品、車、バイク,カワムラスポーツ,スポーツ用品小売り,買 う,0,0,0,0
新潟県新潟市中央区南長潟,中央区,南長潟,スポーツ、アウトドア用品、車、バイク,タイヤ館にいがた弁天橋通り,タイヤ・エンジンオイル,買 う,0,0,0,0
新潟県新潟市中央区姥ケ山,中央区,姥ケ山,スポーツ、アウトドア用品、車、バイク,Mt.石井スポーツ新潟店,スポーツ用品(登山・スキー),買 う,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,その他,アーバンボックス,アクセサリー、腕時計,買 う,0,0,0,0
新潟県新潟市中央区東堀前通,中央区,東堀前通,その他,あぽろん新潟店,楽器・音楽教室,買 う,0,0,0,0
新潟県新潟市中央区東堀前通,中央区,東堀前通,その他,洗谷貴宝,リング・ネックレス,買 う,0,0,0,0
新潟県新潟市中央区姥ケ山,中央区,姥ケ山,その他,ENEOS Dr.Driveセルフロードスワン店,車検・コーティング・洗車・カーメンテナンス,買 う,0,0,0,0
新潟県新潟市中央区下大川前通三ノ町,中央区,下大川前通三ノ町,その他,ENEOS リバーサイド新潟SS,ガソリン・軽油・灯油・洗車・カーメンテナンス,買 う,0,0,0,0
新潟県新潟市中央区上所上,中央区,上所上,その他,オートバックス新潟中央店,カー用品、タイヤ、カーナビ、バッテリー等,買 う,0,0,0,0
新潟県新潟市中央区愛宕,中央区,愛宕,その他,小熊寝装店,寝具,買 う,0,0,0,0
新潟県新潟市中央区日の出,中央区,日の出,その他,布-本店-,生地・毛糸・小売販売,買 う,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,その他,布-柾谷小路店-,生地・毛糸・小売販売,買 う,0,0,0,0
新潟県新潟市中央区万代島,中央区,万代島,その他,情報工房DOC朱鷺メッセ店,プリントサービス,買 う,0,0,0,0
新潟県新潟市中央区新光町,中央区,新光町,その他,情報工房DOC新潟県庁店,プリントサービス,買 う,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,その他,情報工房DOC万代メディアシップ店,プリントサービス,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,スリーク新潟,時計・服飾雑貨,買 う,0,0,0,0
新潟県新潟市中央区上大川前通,中央区,上大川前通,その他,ドコモショップ新潟店,ドコモ携帯電話,買 う,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,その他,ドコモショップ新潟南店,ドコモ携帯電話,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,新潟古町まちみなと情報館,雑貨小物,買 う,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,その他,弐萬圓堂近江店,眼鏡、補聴器,買 う,0,0,0,0
新潟県新潟市中央区西厩島町,中央区,西厩島町,その他,ハチヤカメラ,カメラ販売、写真プリントサービス,買 う,0,0,0,0
新潟県新潟市中央区東堀前通,中央区,東堀前通,その他,パッケージプラザサンワ東堀店,包装用品・事務用品,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,BIJOUX THREEC,ジュエリー・ブライダルリング,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,羊画廊,美術品,買 う,0,0,0,0
新潟県新潟市中央区鐙,中央区,鐙,その他,ピットサークル新潟店,車検・点検・板金塗装・カー用品,買 う,0,0,0,0
新潟県新潟市中央区美咲町,中央区,美咲町,その他,ピットサークル美咲町店,車検・点検・板金塗装・カー用品,買 う,0,0,0,0
新潟県新潟市中央区沼垂東,中央区,沼垂東,その他,ひとつぼし雑貨店,雑貨・アクセサリー,買 う,0,0,0,0
新潟県新潟市中央区関屋本村町,中央区,関屋本村町,その他,藤井石油116セキヤ,ガソリン・灯油配達,買 う,0,0,0,0
新潟県新潟市中央区川端町,中央区,川端町,その他,藤井石油カワバタSS,ガソリン・灯油配達,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,古町新益社酒店,新潟の地酒、清酒,買 う,0,0,0,0
新潟県新潟市中央区紫竹山,中央区,紫竹山,その他,ペッツアベニュースマイル1紫竹山店,ペット用品,買 う,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,その他,ペッツアベニュースマイル1万代店,ペット用品,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,宝石のダイヤ,時計・宝石・貴金属,買 う,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,その他,宝石の戸川,宝石と貴金属の専門店,買 う,0,0,0,0
新潟県新潟市中央区長潟,中央区,長潟,その他,メガネ・コンタクトクローバー,メガネ・コンタクト,買 う,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,その他,Le Chat,レディスファッション・グッズ,買 う,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,その他,わたじん楽器 新潟センター,楽器・楽譜,買 う,0,0,0,0
新潟県新潟市中央区八千代,中央区,八千代,映画館、ボウリング等、娯楽,新潟・市民映画館シネ・ウインド,映画入場券,楽しむ,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,旅行、宿泊,アートホテル新潟駅前,宿泊・和食・洋食,楽しむ,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,旅行、宿泊,ANAクラウンプラザホテル新潟,ご宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区紫竹山,中央区,紫竹山,旅行、宿泊,割烹の宿湖畔,宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区明石,中央区,明石,旅行、宿泊,共立観光新潟支店,旅行,楽しむ,0,0,0,0
新潟県新潟市中央区万代島,中央区,万代島,旅行、宿泊,佐渡汽船 新潟港きっぷ売場,乗船券,楽しむ,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,旅行、宿泊,シルバーホテル,ホテル,楽しむ,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,旅行、宿泊,新潟イーストホテル,客室(シングルルーム他),楽しむ,0,0,0,0
新潟県新潟市中央区下大川前通,中央区,下大川前通,旅行、宿泊,新潟グランドホテル,ホテル内商品,楽しむ,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,旅行、宿泊,ニイガタステーションホテル,宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,旅行、宿泊,新潟東映ホテル,ホテル業(飲食・宿泊),楽しむ,0,0,0,0
新潟県新潟市中央区八千代,中央区,八千代,旅行、宿泊,新潟トラベル伊勢丹営業所,旅行商品,楽しむ,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,旅行、宿泊,新潟トラベル新潟営業所,旅行商品,楽しむ,0,0,0,0
新潟県新潟市中央区鐙,中央区,鐙,旅行、宿泊,パンション駅南,ビジネス宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,旅行、宿泊,BOOK INN,宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区西堀通,中央区,西堀通,旅行、宿泊,ホテルイタリア軒,宿泊・直営レストラン,楽しむ,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,旅行、宿泊,ホテルグローバルビュー新潟,宿泊業・飲食業,楽しむ,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,旅行、宿泊,ホテルディアモント新潟,宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区万代島,中央区,万代島,旅行、宿泊,ホテル日航新潟,ホテル業(飲食・宿泊),楽しむ,0,0,0,0
新潟県新潟市中央区万代島,中央区,万代島,旅行、宿泊,佐渡汽船観光 本社旅行部,旅行、宿泊,楽しむ,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,温泉、銭湯、リラクゼーション,kunstyle nailroom,ネイルサロン/ネイルケア、フットケア、巻き爪,楽しむ,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,温泉、銭湯、リラクゼーション,タイ古式リラクゼーションサロン Faa Muu,タイ古式マッサージ・足つぼ等,楽しむ,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,温泉、銭湯、リラクゼーション,タイ古式リラクゼーションサロン 満ちる,リラクゼーションサロン,楽しむ,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,温泉、銭湯、リラクゼーション,ひらた整体院,整体,楽しむ,0,0,0,0
新潟県新潟市中央区天神尾,中央区,天神尾,温泉、銭湯、リラクゼーション,フーレ&ビューティーボヌール,リラクゼーション,楽しむ,0,0,0,0
新潟県新潟市中央区天神尾,中央区,天神尾,温泉、銭湯、リラクゼーション,±乙カフェ MAA MAA,高気圧酸素ルーム、飲食,楽しむ,0,0,0,0
新潟県新潟市中央区近江,中央区,近江,温泉、銭湯、リラクゼーション,ヘリオトロープ 新潟店,リンパマッサージ,楽しむ,0,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,温泉、銭湯、リラクゼーション,ボディケアサロン wallclesta,ドライヘッドスパ・スイナセラピー・骨盤矯正,楽しむ,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,スポーツ、趣味、写真、写真館,カメラのアラキ,写真プリント,楽しむ,0,0,0,0
新潟県新潟市中央区礎町通一ノ町,中央区,礎町通一ノ町,スポーツ、趣味、写真、写真館,SACO WORKOUT WELL,パーソナルトレーニング,楽しむ,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,スポーツ、趣味、写真、写真館,G studio,ヨガレッスン,楽しむ,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,スポーツ、趣味、写真、写真館,シャレニーデッキィ401店,トータルフォトスタジオ,楽しむ,0,0,0,0
新潟県新潟市中央区南万代町,中央区,南万代町,スポーツ、趣味、写真、写真館,Studio Lifetime,トレーニング,楽しむ,0,0,0,0
新潟県新潟市中央区女池南,中央区,女池南,スポーツ、趣味、写真、写真館,タカナシカメラ新潟桜木店,タカナシ・カメラ・チェーン新潟桜木店,楽しむ,0,0,0,0
新潟県新潟市中央区春日町,中央区,春日町,スポーツ、趣味、写真、写真館,新潟ボクシングジム,ボクシングジム,楽しむ,0,0,0,0
新潟県新潟市中央区上所,中央区,上所,スポーツ、趣味、写真、写真館,西脇写真館,写真館,楽しむ,0,0,0,0
新潟県新潟市中央区米山,中央区,米山,スポーツ、趣味、写真、写真館,長谷川写真館 駅南支店 アニバーサリー,写真館,楽しむ,0,0,0,0
新潟県新潟市中央区東中通,中央区,東中通,スポーツ、趣味、写真、写真館,長谷川写真館 本店,写真館,楽しむ,0,0,0,0
新潟県新潟市中央区小張木,中央区,小張木,スポーツ、趣味、写真、写真館,fitファミリーインドアスクール,テニス用品,楽しむ,0,0,0,0
新潟県新潟市中央区神道寺南,中央区,神道寺南,スポーツ、趣味、写真、写真館,フォトスタジオ コウノトリ,写真撮影,楽しむ,0,0,0,0
新潟県新潟市中央区長潟,中央区,長潟,スポーツ、趣味、写真、写真館,ベルセゾン写真館はせがわ,写真館・挙式・衣装・美容,楽しむ,0,0,0,0
新潟県新潟市中央区万代島,中央区,万代島,スポーツ、趣味、写真、写真館,ホテル日航新潟写真室,写真撮影,楽しむ,0,0,0,0
新潟県新潟市中央区紫竹山,中央区,紫竹山,スポーツ、趣味、写真、写真館,マリンブルーテニススクール,テニスグッズ,楽しむ,0,0,0,0
新潟県新潟市中央区神道寺,中央区,神道寺,その他,あぽろん新潟駅南店,楽器・音楽教室,楽しむ,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,その他,タイムズカー新潟駅前店,レンタカー,楽しむ,0,0,0,0
新潟県新潟市中央区女池上山,中央区,女池上山,その他,タイムズカー女池店,レンタカー,楽しむ,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,その他,ビッグエコー新潟駅前店,カラオケルーム・飲食OK・パーティーOK,楽しむ,0,0,0,0
新潟県新潟市中央区花園,中央区,花園,その他,ビッグエコー新潟駅前花園店,カラオケルーム・飲食OK・パーティーOK,楽しむ,0,0,0,0
新潟県新潟市中央区米山,中央区,米山,その他,ビッグエコー新潟駅南口店,カラオケルーム・飲食OK・パーティーOK,楽しむ,0,0,0,0
新潟県新潟市中央区米山,中央区,米山,その他,ビッグエコー新潟駅南笹口店,カラオケルーム・飲食OK・パーティーOK,楽しむ,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,その他,本町ラプソディ,お茶、アルコール、イベント,楽しむ,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,その他,YU-SAY PLAN,マーケティング・印刷物企画など,楽しむ,0,0,0,0
新潟県新潟市中央区天神,中央区,天神,和食、寿司、割烹,佳肴 あさひ山,お造り、焼き魚、のどぐろ、ふのりそば、ランチ、コース、日本酒、テイクアウト,食べる,0,0,0,0
新潟県新潟市中央区新和,中央区,新和,和食、寿司、割烹,赤から新和店,鍋・焼肉,食べる,0,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,和食、寿司、割烹,あき乃,小千谷蕎麦、天ぷら,食べる,0,0,0,0
新潟県新潟市中央区長潟,中央区,長潟,和食、寿司、割烹,秋やま分店,折り詰め、弁当、オードブル,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,いかの墨新潟駅前店,佐渡鮮魚・コシヒカリ御飯・地酒,食べる,0,0,0,0
新潟県新潟市中央区白山浦,中央区,白山浦,和食、寿司、割烹,磯寿司,寿司・一品料理,食べる,0,0,0,0
新潟県新潟市中央区天神,中央区,天神,和食、寿司、割烹,一家駅南ひっこみ滋庵,寿司・刺身・串天・酒類,食べる,0,0,0,0
新潟県新潟市中央区鳥屋野,中央区,鳥屋野,和食、寿司、割烹,一翔女池インター店,へぎそば,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,一酔,懐石・会席料理・割烹・小料理,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,壱勢新潟店,和食,食べる,0,0,0,0
新潟県新潟市中央区堀之内南,中央区,堀之内南,和食、寿司、割烹,梅の花 新潟店,湯葉と豆腐の店,食べる,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,和食、寿司、割烹,ANAクラウンプラザホテル地下1F和食ダイニング蔵,和食料理等飲食,食べる,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,和食、寿司、割烹,ANAクラウンプラザホテル1F割烹萬代,会席料理等飲食,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,越後まる松,飲食業,食べる,0,0,0,0
新潟県新潟市中央区女池上山,中央区,女池上山,和食、寿司、割烹,越後茶屋総本店,海鮮料理・各種宴会,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,越後茶屋古町酒房,郷土料理・各種宴会,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,越後前 天麸羅 すず季,米油100%天麸羅,食べる,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,和食、寿司、割烹,えびす鯛新潟駅前店,佐渡鮮魚・コシヒカリ御飯・地酒,食べる,0,0,0,0
新潟県新潟市中央区西厩島町,中央区,西厩島町,和食、寿司、割烹,海老ラーメン専門店 海老寿DELUX,中華ランチ・ラーメン・酒,食べる,1,0,0,0
新潟県新潟市中央区本町通,中央区,本町通,和食、寿司、割烹,日本料理 大橋屋,飲食,食べる,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,和食、寿司、割烹,お料理 味酔,和食,食べる,0,0,0,0
新潟県新潟市中央区関新,中央区,関新,和食、寿司、割烹,廻鮮丸寿司関屋店,寿司他(回転寿司),食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,河童,飲食業,食べる,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,和食、寿司、割烹,割烹 暁,料理 お酒等,食べる,0,0,0,0
新潟県新潟市中央区紫竹山,中央区,紫竹山,和食、寿司、割烹,函太郎 新潟紫竹山店,寿司,食べる,0,0,0,0
新潟県新潟市中央区万代,中央区,万代,和食、寿司、割烹,銀鈴,飲食店,食べる,0,0,0,0
新潟県新潟市中央区南長潟,中央区,南長潟,和食、寿司、割烹,小嶋屋総本店亀田インター店,へぎそば,食べる,0,0,0,0
新潟県新潟市中央区鳥屋野,中央区,鳥屋野,和食、寿司、割烹,五頭の山茂登新潟店,釜飯・各種宴会,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,五代目鮟次郎,飲食業,食べる,0,0,0,0
新潟県新潟市中央区上近江,中央区,上近江,和食、寿司、割烹,鮭山マス男商店桜木店,定食,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,自家製うどんちず屋,自家製のうどん,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,志津川水産一家部,寿司・刺身・海鮮料理・酒類,食べる,0,0,0,0
新潟県新潟市中央区新和,中央区,新和,和食、寿司、割烹,しゃぶしゃぶ温野菜新潟新和店,しゃぶしゃぶ・鍋,食べる,0,0,0,0
新潟県新潟市中央区西堀前通,中央区,西堀前通,和食、寿司、割烹,酒亭 久本,酒、食事,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,旬海佳肴一家,寿司・刺身・海鮮料理・酒類,食べる,0,0,0,0
新潟県新潟市中央区天神,中央区,天神,和食、寿司、割烹,旬菜割烹びらーじゅ,和食全般・コース料理・ランチ,食べる,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,和食、寿司、割烹,新堀寿司,寿司,食べる,0,0,0,0
新潟県新潟市中央区弁天,中央区,弁天,和食、寿司、割烹,須坂屋そば駅前店,そば,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,須坂屋そば東大通店,そば,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,須坂屋そば古町店,そば,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,鮨 花いち,鮨,食べる,0,0,0,0
新潟県新潟市中央区古町通,中央区,古町通,和食、寿司、割烹,鮨弁慶海,すし,食べる,0,0,0,0
新潟県新潟市中央区東堀通,中央区,東堀通,和食、寿司、割烹,鮨割烹 丸伊,寿司、割烹料理,食べる,0,0,0,0
新潟県新潟市中央区天神,中央区,天神,和食、寿司、割烹,炭火焼割烹すがい,和食割烹,食べる,0,0,0,0
新潟県新潟市中央区沼垂東,中央区,沼垂東,和食、寿司、割烹,せかい鮨,寿司専門店,食べる,0,0,0,0
新潟県新潟市中央区東堀前通6,中央区,東堀前通6,和食、寿司、割烹,創作中華 香町,中華ランチ・ラーメン・酒,食べる,1,0,0,0
新潟県新潟市中央区笹口,中央区,笹口,和食、寿司、割烹,蒼心,宴会・食事・居酒屋,食べる,0,0,0,0
新潟県新潟市中央区東堀前通,中央区,東堀前通,和食、寿司、割烹,そば処 更科,麺類、ご飯もの,食べる,0,0,0,0
新潟県新潟市中央区学校町通,中央区,学校町通,和食、寿司、割烹,大衆割烹まつや,大衆割烹,食べる,0,0,0,0
新潟県新潟市中央区南笹口,中央区,南笹口,和食、寿司、割烹,大福家南笹口店,定食,食べる,0,0,0,0
新潟県新潟市中央区東大通,中央区,東大通,和食、寿司、割烹,鯛家新潟店,和食,食べる,0,0,0,0
新潟県新潟市中央区文京町,中央区,文京町,和食、寿司、割烹,宝すし,極み・越後すし丼他,食べる,0,0,0,0
新潟県新潟市中央区天神,中央区,天神,和食、寿司、割烹,ちゃんこ大翔龍,ちゃんこ鍋,食べる,0,0,0,0
新潟県新潟市中央区八千代,中央区,八千代,和食、寿司、割烹,天地豊作 万代店,和食、うどん、そば,食べる,0,0,0,0
